Código;Nombre;Fabricante;Modelo;Número de Serial;Patente;Tipo;Clasificación 1;Clasificación 2;Ubicado en ó es Parte de;Formulario Personalizado
CAAL-0002;CAMION ALJIBE;IVECO;MLC 170 E 22;8ATA1NFH0CX078832;CYWH-25;CAMIONES ALJIBE;CAMIONES;2012;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
CAAL-0003;CAMION ALJIBE;VOLVO;FMX 460 6X4;93KXG20DXKE867613;LLXH-10;CAMIONES ALJIBE;CAMIONES;2019;// GRUPO EMI/ CC-0003 - CALAMA/ ;EN PREPARACION OBRA
CAAL-0004;CAMION ALJIBE;VOLVO;FMX 460 6X4;93KXG20D2LE869153;LPRB-66;CAMIONES ALJIBE;CAMIONES;2019;// GRUPO EMI/ CC-0389 K484 ENAP - SWS and WSA unit - Aconcagua Refinery, Chile - I03 General Construction Works/ ;OPERATIVO - EN USO
CABM-0006;CAMION BOMBA;VOLVO;FMX 500 8X4;93KXG30G1LEB870827;LPCV-58;BOMBAS DE HORMIGON;CAMIONES;2019;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CABM-0007;CAMION BOMBA ;VOLVO;FMX 500 8X4;93KXG30G0LE868790;LPRB-17;CAMION BOMBA;CAMIONES;2019;// GRUPO EMI/ CC-0400 COLLAHUASI/ ;OPERATIVO - EN USO
CAMT-0001;CAMION MANTENCION;MITSUBISHI;CANTER 915;JL6CLH6A3LK000528;LJSG-36;CAMIONES MANTENCION;CAMIONES;2019;// GRUPO EMI/ CC-0003 - CALAMA/ ;OPERATIVO - EN USO
CAMT-0002;CAMION MANTENCION;VOLVO;VM;93KKSNOAOGE157368;LRTC-15;CAMIONES MANTENCION;CAMIONES;2019;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
CAPL-0019;CAMION PLUMA;INTERNATIONAL;7600 AT;3HAWYAHT1KL433223;LLXH-23;CAMIONES PLUMA;CAMIONES;2019;// GRUPO EMI/ CC-0003 - CALAMA/ ;FUERA DE SERVICIO - REPARACION - MANTENCION
CAPL-0020;CAMION PLUMA;INTERNATIONAL;7600 AT;3HAWYAHT3KL431604;LLXH-24;CAMIONES PLUMA;CAMIONES;2019;// GRUPO EMI/ CC-0003 - CALAMA/ ;FUERA DE SERVICIO - REPARACION - MANTENCION
CAPL-0021;CAMION PLUMA;INTERNATIONAL;7600 AT;3HTWYAHTXKN650488;LLXH-25;CAMIONES PLUMA;CAMIONES;2019;// GRUPO EMI/ CC-0389 K484 ENAP - SWS and WSA unit - Aconcagua Refinery, Chile - I03 General Construction Works/ ;OPERATIVO - EN USO
CAPL-0022;CAMION PLUMA;INTERNATIONAL;7600 AT;3HAWYAHT8KL432943;LLXH-26;CAMIONES PLUMA;CAMIONES;2019;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CAPL-0024;CAMION PLUMA;INTERNATIONAL;7600-2019;3HTWYAHT1KN414814;LPCL-34;CAMIONES PLUMA;CAMIONES;2019;"// GRUPO EMI/ CC-0412 EJECUCION MONTAJES ELECTROMECANICO""PROYECTO NUEVAS PRENSAS DE LODOS-PLANTA SANTA FE/ ";OPERATIVO - EN USO
CAPL-0025;CAMION PLUMA;INTERNATIONAL;7600-2019;3HTWYAHTXKN414858;LPCL-35;CAMIONES PLUMA;CAMIONES;2019;// GRUPO EMI/ CC-0389 K484 ENAP - SWS and WSA unit - Aconcagua Refinery, Chile - I03 General Construction Works/ ;OPERATIVO - EN USO
CAPL-0027;CAMION PLUMA;FREIGHTLINER;M2 106 6X4 AT;3ALHCYCY0SDWD2517;TZZY-98;CAMIONES PLUMA;CAMIONES;2025;// GRUPO EMI/ CC-0408 RAJO OXIDOS/ ;OPERATIVO - EN USO
CAPL-0028;CAMION PLUMA;FREIGHTLINER;M2 106 6X4 AT MIXTO;3ALHCYCYXSDWD2511;VCYC-78;CAMIONES PLUMA;CAMIONES;2025;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CAPL-0029;CAMION PLUMA;FREIGHTLINER;M2 106 6X4 AT MIXTO;3ALHCYCY2SDWD2518;VCYC-77;CAMIONES PLUMA;CAMIONES;2025;// GRUPO EMI/ CC-0413 EJECUCION MONTAJES ESPESADOR DE CABEZA PMFC-DAND/ ;OPERATIVO - EN USO
CAPL-0030;CAMION PLUMA;FREIGHTLINER;M2 106 6X4 AT MIXTO;3ALHCYCY1SDWD2509;VCYC-76;CAMIONES PLUMA;CAMIONES;2025;// GRUPO EMI/ CC-0405 CONTRATO OBRAS USO RECURSOS HUMANOS/ ;OPERATIVO - EN USO
CAPL-0031;CAMION PLUMA;MACK;GR64BX;1M2GR3HC0SM004755;VPSD-30;CAMIONES PLUMA;CAMIONES;2026;// GRUPO EMI/ CC-0405 CONTRATO OBRAS USO RECURSOS HUMANOS/ ;OPERATIVO - EN USO
CAPL-0032;CAMION PLUMA;MACK;GR64BX;1M2GR3HC1SM004747;VPRP-94;CAMIONES PLUMA;CAMIONES;2026;// GRUPO EMI/ CC-0408 RAJO OXIDOS/ ;OPERATIVO - EN USO
CAPL-0033;CAMION PLUMA;MACK;GR64BX;1M2GR3HC3SM004748;VPRP-67;CAMIONES PLUMA;CAMIONES;2026;// GRUPO EMI/ CC-0400 COLLAHUASI/ ;OPERATIVO - EN USO
CAPL-0034;CAMION PLUMA;MACK;GR64BX;1M2GR3HC3SM004751;VPRP-75;CAMIONES PLUMA;CAMIONES;2026;// GRUPO EMI/ CC-0406 CONSTRUCCION DEFENSAS FLUVIALES/ ;OPERATIVO - EN USO
CAPL-0035;CAMION PLUMA;MACK;GR64BX;1M2GR3HC9SM004754;VPRP-62;CAMIONES PLUMA;CAMIONES;2026;// GRUPO EMI/ CC-0415 Construccion y montajecondensadores sincronos S/E montemina/ ;OPERATIVO - EN USO
CAPL-0036;CAMION PLUMA;MACK;GR64BX;1M2GR3HC2SM004756;VPZW-17;CAMIONES PLUMA;CAMIONES;2026;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;EN PREPARACION OBRA
CAPL-0037;CAMION PLUMA;MACK;GR64BX;1M2GR3HC4SM004757;VPZW-22;CAMIONES PLUMA;CAMIONES;2026;// GRUPO EMI/ CC-0397 Construccion y montajecondensadores sincronos S/E Ana Maria/ ;OPERATIVO - EN USO
CAPL-0038;CAMION PLUMA;MACK;GR64BX;1M2GR3HC6SM004761;VPZW-25;CAMIONES PLUMA;CAMIONES;2026;// GRUPO EMI/ CC-0387 EPC MUELLE CENTINELA/ ;OPERATIVO - EN USO
CAPL-0039;CAMION PLUMA;MACK;GR64BX;1M2GR3HC8SM004759;VPZX-15;CAMIONES PLUMA;CAMIONES;2026;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CAPL-0040;CAMION PLUMA;MACK;GR64BX;1M2GR3HCXSM004763;VPZX-18;CAMIONES PLUMA;CAMIONES;2026;// GRUPO EMI/ CC-0413 EJECUCION MONTAJES ESPESADOR DE CABEZA PMFC-DAND/ ;OPERATIVO - EN USO
CATC-0003;CAMION PLANO;FORD;CARGO 916;9BFVEADS6GBS93352;HSTG-98;CAMIONES PLANO;CAMIONES;2016;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
CATC-0004;CAMION PLANO;HINO;XZU;JHHZCT2H8HK007715;JKTD-56;CAMIONES PLANO;CAMIONES;2017;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
CATC-0005;CAMION PLANO;MITSUBISHI;CANTER 915;JL6CLH6A8HK001231;JCCD-47;CAMIONES PLANO;CAMIONES;2017;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
CATC-0008;CAMION PLANO;MITSUBISHI;CANTER 815;JL6CJH6A3HK001563;KFLT-32;CAMIONES PLANO;CAMIONES;2018;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
CATC-0009;CAMION PLANO;MITSUBISHI;CANTER 915;JL6CLH6A2LK000505;LJSG-38;CAMIONES PLANO;CAMIONES;2019;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
CATC-0010;CAMION PLANO;MITSUBISHI;CANTER 815 EURO V DUONIC;JL6CJH6A6TK003221;VRLK-38;;;2026;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;EN PREPARACION OBRA
CATV-0001;CAMION TOLVA;VOLVO;FMX 460 6X4;93KXG20D8LE868698;LLXH-11;CAMIONES TOLVA;CAMIONES;2019;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CATV-0002;CAMION TOLVA;VOLVO;FMX 460 6X4;93KXG20D0LE868699;LLXG-91;CAMIONES TOLVA;CAMIONES;2019;// GRUPO EMI/ CC-0415 Construccion y montajecondensadores sincronos S/E montemina/ ;OPERATIVO - EN USO
CATV-0003;CAMION TOLVA;VOLVO;FMX 460 6X4;93KXG20D5KE867270;LLXH-12;CAMIONES TOLVA;CAMIONES;2019;// GRUPO EMI/ CC-0415 Construccion y montajecondensadores sincronos S/E montemina/ ;OPERATIVO - EN USO
CMBJ-0004;SEMIREMOLQUE CAMA BAJA;EAGER BEAVER;60 GSL/3+4 EJE FLIP 70 TON 2.60 ANCHO;112SD3525PL086667;GRHP-97;CAMAS BAJAS;CAMIONES;2023;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CMCB-0003;CAMION COMBUSTIBLE;MITSUBISHI-FUSO;CANTER 915;JL6CLH6A0LK000437;LJSG-35;CAMION COMBUSTIBLE;CAMIONES;2019;// GRUPO EMI/ CC-0389 K484 ENAP - SWS and WSA unit - Aconcagua Refinery, Chile - I03 General Construction Works/ ;OPERATIVO - EN USO
CMCB-0004;CAMION COMBUSTIBLE;MITSUBISHI-FUSO;CANTER 915;JL6CLH6A7LK000435;LPKR-41;CAMION COMBUSTIBLE;CAMIONES;2019;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
CMPT-0001;COMPRESOR;ATLAS COPCO;XAS 97 DD;AIP603366;36 Kw;COMPRESORES DE AIRE;EQUIPOS MENORES;2007;// GRUPO EMI/ CC-0003 DEPTO. EQUIPOS - PATIO 2/ ;VENTA
CMPT-0010;COMPRESOR;ATLAS COPCO;XAS 127 KD;APP 247633;71 KW;COMPRESORES DE AIRE;EQUIPOS MENORES;2012;// GRUPO EMI/ CC-0003 DEPTO. EQUIPOS - PATIO 2/ ;VENTA
CMPT-0011;COMPRESOR;ATLAS COPCO;XAS 127 KD;APP 248361;71 KW;COMPRESORES DE AIRE;EQUIPOS MENORES;2012;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
CMPT-0012;COMPRESOR;KAESER;M100;WKA0F1601C451069;71,7 KW;COMPRESORES DE AIRE;EQUIPOS MENORES;2012;// GRUPO EMI/ CC-0003 DEPTO. EQUIPOS - PATIO 2/ ;VENTA
CMPT-0013;COMPRESOR;ATLAS COPCO;XAS 400;WUIX540704;;COMPRESORES DE AIRE;EQUIPOS MENORES;2019;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;EN PREPARACION OBRA
CMPT-0014;COMPRESOR;ATLAS COPCO;XAS 400;WUX540706;;COMPRESORES DE AIRE;EQUIPOS MENORES;2019;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;EN PREPARACION OBRA
CMPT-0015;COMPRESOR;ATLAS COPCO;XAS 400;WUX540707;;COMPRESORES DE AIRE;EQUIPOS MENORES;2019;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;DISPONIBLE PARA ARRIENDO
CMPT-0016;COMPRESOR;ATLAS COPCO;U 190;WUX633371;N° MOTOR 1KJ4907;COMPRESORES DE AIRE;EQUIPOS MENORES;2019;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
CMPT-0017;COMPRESOR;ATLAS COPCO;XAS 800 CUD PACE;BQD114977;;COMPRESORES DE AIRE;EQUIPOS MENORES;2019;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
CMPT-0018;COMPRESOR;ATLAS COPCO;XAS 450;WUX540934;;COMPRESORES DE AIRE;EQUIPOS MENORES;2019;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;DISPONIBLE PARA ARRIENDO
CMPT-0019;COMPRESOR;ATLAS COPCO;XAS 186;APP566599;;COMPRESORES DE AIRE;EQUIPOS MENORES;2018;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
CTAP-0069;CAMIONETA;FORD;RANGER XLT D/CAB;8AFAR23L8GJ395943;HYKP-51;CAMIONETAS;VEHÍCULOS MENORES;2016;// GRUPO EMI/ CC-0409 CENTRO DE OPERACIONES RANCAGUA/ ;OPERATIVO - EN USO
CTAP-0101;CAMIONETA;FORD;RANGER 3,2 XLT 4X2;8AFAR22L7HJ000850;JXZV-76;CAMIONETAS;VEHÍCULOS MENORES;2018;// GRUPO EMI/ CC-0012 CENTRO DE OPERACIONES CORONEL /100/ ;OPERATIVO - EN USO
CTAP-0127;CAMIONETA;FORD;FORD RANGER XLS 4X4 3.2;8AFAR23WXKJ155327;LPHT-95;CAMIONETAS;VEHÍCULOS MENORES;2019;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;OPERATIVO - EN USO
CTAP-0136;CAMIONETA;VOLKSWAGEN;AMAROK;WV1ZZZ2HKA042847;LVGY-89;CAMIONETAS;VEHÍCULOS MENORES;2020;// GRUPO EMI/ CC-0011 OFICINA CENTRAL EIMI/ ;OPERATIVO - EN USO
CTAP-0142;CAMIONETA;MAZDA;BT 50 4X4 DCAB 3.2 AUT;MM7UR4DG1MW091230;PGXT-19;CAMIONETAS;VEHÍCULOS MENORES;2020;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;OPERATIVO - EN USO
CTAP-0143;CAMIONETA;MAZDA;BT-50;MM7UR4DE8NW147521;RCWT-23;CAMIONETAS;VEHÍCULOS MENORES;2021;// GRUPO EMI/ CC-0011 OFICINA CENTRAL EIMI/ ;OPERATIVO - EN USO
CTAP-0145;CAMIONETA;MAZDA;BT-50;MM7UR4DEXNW147570;RCWT-25;CAMIONETAS;VEHÍCULOS MENORES;2021;// GRUPO EMI/ CC-0002 BODEGA CENTRAL EIMI/ ;OPERATIVO - EN USO
CTAP-0146;CAMIONETA;MAZDA;BT-50;MM7UR4DE2NW144856;RCWT-22;CAMIONETAS;VEHÍCULOS MENORES;2021;// GRUPO EMI/ CC-0406 CONSTRUCCION DEFENSAS FLUVIALES/ ;OPERATIVO - EN USO
CTAP-0150;CAMIONETA;MAZDA;ALL NEW BT-50 HIGH 4X4 6AT;MP2TFS40JNT016357;RLGD-24-2;CAMIONETAS;VEHÍCULOS MENORES;2022;// GRUPO EMI/ CC-0011 OFICINA CENTRAL EIMI/ ;OPERATIVO - EN USO
CTAP-0151;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L MT DX.;8AJDB3CD4N1317095;RLVZ-78;CAMIONETAS;VEHÍCULOS MENORES;2022;// GRUPO EMI/ CC-0389 K484 ENAP - SWS and WSA unit - Aconcagua Refinery, Chile - I03 General Construction Works/ ;OPERATIVO - EN USO
CTAP-0152;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L MT DX.;8AJDB3CD5N1317090;RLVZ-79;CAMIONETAS;VEHÍCULOS MENORES;2022;// GRUPO EMI/ CC-0012 CENTRO DE OPERACIONES CORONEL /100/ ;OPERATIVO - EN USO
CTAP-0153;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L MT DX.;8AJDB3CD2N1317094;RLVZ-80-1;CAMIONETAS;VEHÍCULOS MENORES;2022;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;OPERATIVO - EN USO
CTAP-0154;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L MT DX.;8AJDB3CD1N1317166;RLVZ-83;CAMIONETAS;VEHÍCULOS MENORES;2022;// GRUPO EMI/ CC-0400 COLLAHUASI/ ;OPERATIVO - EN USO
CTAP-0155;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L MT DX.;8AJDB3CD7N1317091;RLVZ-84-4;CAMIONETAS;VEHÍCULOS MENORES;2022;"// GRUPO EMI/ CC-0412 EJECUCION MONTAJES ELECTROMECANICO""PROYECTO NUEVAS PRENSAS DE LODOS-PLANTA SANTA FE/ ";OPERATIVO - EN USO
CTAP-0158;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L MT DX.;8AJDB3CD2N1317760;RPYP-11;CAMIONETAS;VEHÍCULOS MENORES;2022;// GRUPO EMI/ CC-0389 K484 ENAP - SWS and WSA unit - Aconcagua Refinery, Chile - I03 General Construction Works/ ;OPERATIVO - EN USO
CTAP-0159;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L MT DX.;8AJDB3CD2N1317743;RPYL-98;CAMIONETAS;VEHÍCULOS MENORES;2022;// GRUPO EMI/ CC-0389 K484 ENAP - SWS and WSA unit - Aconcagua Refinery, Chile - I03 General Construction Works/ ;OPERATIVO - EN USO
CTAP-0160;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L MT DX.;8AJDB3CD3N1317380;RPYL-97;CAMIONETAS;VEHÍCULOS MENORES;2022;// GRUPO EMI/ CC-0389 K484 ENAP - SWS and WSA unit - Aconcagua Refinery, Chile - I03 General Construction Works/ ;OPERATIVO - EN USO
CTAP-0164;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L MT DX;8AJDB3CD0N1317367;RPYP-10;CAMIONETAS;VEHÍCULOS MENORES;2022;// GRUPO EMI/ CC-0413 EJECUCION MONTAJES ESPESADOR DE CABEZA PMFC-DAND/ ;OPERATIVO - EN USO
CTAP-0165;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L MT DX;8AJDB3CXN1317716;RPYP-13;CAMIONETAS;VEHÍCULOS MENORES;2022;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;OPERATIVO - EN USO
CTAP-0169;CAMIONETA;MAXUS;T60 4X4 ANCAP;LSFAM11A7NA056372;RVBR-54;CAMIONETAS;VEHÍCULOS MENORES;2022;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;OPERATIVO - EN USO
CTAP-0171;CAMIONETA;MAXUS;T60 4X4 ANCAP;LSFAM11A1NA056352;RVBR-53;CAMIONETAS;VEHÍCULOS MENORES;2022;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;OPERATIVO - EN USO
CTAP-0173;CAMIONETA;FORD;RANGER XLT AT 4X4;8AFAR23W1NJ261282;RWTB-64;CAMIONETAS;VEHÍCULOS MENORES;2022;// GRUPO EMI/ CC-0011 OFICINA CENTRAL EIMI/ ;OPERATIVO - EN USO
CTAP-0174;CAMIONETA;FORD;RANGER DCAB 4X4 3.2 AUT;8AFAR23W8NJ261263;RWTB-68;CAMIONETAS;VEHÍCULOS MENORES;2022;// GRUPO EMI/ CC-0409 CENTRO DE OPERACIONES RANCAGUA/ ;OPERATIVO - EN USO
CTAP-0175;CAMIONETA;FORD;RANGER DCAB XLT 4X4 3.2;8SFAR23W9NJ261188;RWTB-52;CAMIONETAS;VEHÍCULOS MENORES;2022;// GRUPO EMI/ CC-0389 K484 ENAP - SWS and WSA unit - Aconcagua Refinery, Chile - I03 General Construction Works/ ;OPERATIVO - EN USO
CTAP-0186;CAMIONETA;KIA MOTORS;FRONTIER;KNCSJX76AK7269717;KPGF-80;CAMIONETAS;VEHÍCULOS MENORES;2018;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
CTAP-0190;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L MT DX.;8AJDB3CD1N1322187;RSDR-31;CAMIONETAS;VEHÍCULOS MENORES;2022;// GRUPO EMI/ CC-0406 CONSTRUCCION DEFENSAS FLUVIALES/ ;OPERATIVO - EN USO
CTAP-0191;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4;8AJDB3CD6N1321519;RSDR-96;CAMIONETAS;VEHÍCULOS MENORES;2022;// GRUPO EMI/ CC-0012 CENTRO DE OPERACIONES CORONEL /100/ ;OPERATIVO - EN USO
CTAP-0193;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L MT DX.;8AJDB3CD5N1322189;RYJC-24;CAMIONETAS;VEHÍCULOS MENORES;2022;// GRUPO EMI/ CC-0003 - CALAMA/ ;FUERA DE SERVICIO - REPARACION - MANTENCION
CTAP-0194;CAMIONETA;FORD;New Ranger XLT;8AFAR23W7PJ288523;RTWT-25;CAMIONETAS;VEHÍCULOS MENORES;2022;// GRUPO EMI/ CC-0415 Construccion y montajecondensadores sincronos S/E montemina/ ;OPERATIVO - EN USO
CTAP-0196;CAMIONETA;MAZDA;ALL NEW BT-50 HIGH PLUS 4X4 6AT;MP2TFS40JPT004250;STRC-71;CAMIONETAS;VEHÍCULOS MENORES;2023;// GRUPO EMI/ CC-0011 OFICINA CENTRAL EIMI/ ;OPERATIVO - EN USO
CTAP-0197;CAMIONETA;VOLKSWAGEN;AMAROK;WV1ZZZ2HZPA016498;STZG-25;CAMIONETAS;VEHÍCULOS MENORES;2023;// GRUPO EMI/ CC-0011 OFICINA CENTRAL EIMI/ ;OPERATIVO - EN USO
CTAP-0198;CAMIONETA;MAZDA;MAZDA;MP2TFS40JPT005579;SSVV-91;CAMIONETAS;VEHÍCULOS MENORES;2023;// GRUPO EMI/ CC-0011 OFICINA CENTRAL EIMI/ ;OPERATIVO - EN USO
CTAP-0199;CAMIONETA;TOYOTA;NEW HILUX SR 4X4;8AJKA3CD3P3112756;STGH-98;CAMIONETAS;VEHÍCULOS MENORES;2023;// GRUPO EMI/ CC-0405 CONTRATO OBRAS USO RECURSOS HUMANOS/ ;OPERATIVO - EN USO
CTAP-0200;CAMIONETA;TOYOTA;NEW HILUX SR 4x4;8AJKA3CD9P3112728;SWCZ-42;CAMIONETAS;VEHÍCULOS MENORES;2023;// GRUPO EMI/ CC-0003 - CALAMA/ ;OPERATIVO - EN USO
CTAP-0201;CAMIONETA;TOYOTA;NEW HILUX SR 4X4;8AJKA3CD4P3112765;STGJ-10;CAMIONETAS;VEHÍCULOS MENORES;2023;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CTAP-0202;CAMIONETA;TOYOTA;NEW HILUX SR 4x4;8AJKA3CDXP3112754;STGJ-11;CAMIONETAS;VEHÍCULOS MENORES;2023;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CTAP-0204;CAMIONETA;MAZDA;ALL NEW BT-50 4X4 3.0 AUT;MP2TFS40JPT004591;STRF-87;CAMIONETAS;VEHÍCULOS MENORES;2023;// GRUPO EMI/ CC-0011 OFICINA CENTRAL EIMI/ ;OPERATIVO - EN USO
