Código;Nombre;Fabricante;Modelo;Número de Serial;Patente;Tipo;Clasificación 1;Clasificación 2;Ubicado en ó es Parte de;Formulario Personalizado
CTAP-0205;CAMIONETA;FORD;NEW RANGER CREW CAB DSL XLT 4X4 2.0L MT;8AFBR01C1RJ376441;TJRB-98;CAMIONETAS;VEHÍCULOS MENORES;2024;// GRUPO EMI/ CC-0389 K484 ENAP - SWS and WSA unit - Aconcagua Refinery, Chile - I03 General Construction Works/ ;OPERATIVO - EN USO
CTAP-0206;CAMIONETA;FORD;RANGER XLT 4X4 2.0;8AFBR01C2SJ420940;TTHT-46;CAMIONETAS;VEHÍCULOS MENORES;2024;"// GRUPO EMI/ CC-0412 EJECUCION MONTAJES ELECTROMECANICO""PROYECTO NUEVAS PRENSAS DE LODOS-PLANTA SANTA FE/ ";OPERATIVO - EN USO
CTAP-0207;CAMIONETA;TOYOTA;HILUX 2.8 AT 4X4;8AJBA3CD6R1925720;TWJG-62;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0400 COLLAHUASI/ ;OPERATIVO - EN USO
CTAP-0208;CAMIONETA;TOYOTA;HILUX 2.8 MT 4X4;8AJKA3CD4S3139084;TWJG-64;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0400 COLLAHUASI/ ;OPERATIVO - EN USO
CTAP-0209;CAMIONETA;TOYOTA;HILUX 2.8 MT 4X4;8AJKA3CD3S3139108;TWJG-65;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0400 COLLAHUASI/ ;OPERATIVO - EN USO
CTAP-0210;CAMIONETA;TOYOTA;HILUX 2.8 MT 4X4;8AJKA3CD0S3139177;TWJG-66;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0400 COLLAHUASI/ ;OPERATIVO - EN USO
CTAP-0211;CAMIONETA;TOYOTA;HILUX 2.8 MT 4X4;8AJKA3CD2S3139195;TWJG-68;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0400 COLLAHUASI/ ;OPERATIVO - EN USO
CTAP-0212;CAMIONETA;TOYOTA;HILUX 2.8 MT 4X4;8AJKA3CD4S3139229;TWJG-69;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0408 RAJO OXIDOS/ ;OPERATIVO - EN USO
CTAP-0213;CAMIONETA;TOYOTA;HILUX 2.8 MT 4X4;8AJKA3CD3S3139254;TWJG-70;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0400 COLLAHUASI/ ;OPERATIVO - EN USO
CTAP-0214;CAMIONETA;TOYOTA;HILUX 2.8 MT 4X4;8AJKA3CD9S3140005;TWJG-71;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0400 COLLAHUASI/ ;OPERATIVO - EN USO
CTAP-0215;CAMIONETA;TOYOTA;HILUX 2.8 MT 4X4;8AJKA3CD6S3140172;TWJG-73;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0400 COLLAHUASI/ ;OPERATIVO - EN USO
CTAP-0216;CAMIONETA;TOYOTA;HILUX 2.8 MT 4X4;8AJKA3CD9S3139288;TWLG-73;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0400 COLLAHUASI/ ;OPERATIVO - EN USO
CTAP-0217;CAMIONETA;MAZDA;NEW BT-50 HIGH 4X4 6AT BMC;MP2TFS40JTT500129;VBXX-14;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0011 OFICINA CENTRAL EIMI/ ;OPERATIVO - EN USO
CTAP-0218;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.8L TM SR;8AJKA3CD5S3144987;VCCB-21;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CTAP-0219;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.8L TM SR;8AJKA3CD6S3145002;VCCB-32;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CTAP-0220;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.8L TM SR;8AJKA3CD1S3145005;VCCB-20;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CTAP-0221;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.8L TM SR;8AJKA3CD1S3145019;VCCB-11;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CTAP-0222;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.8L TM SR;8AJKA3CD5S3145024;VCBZ-99;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CTAP-0223;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.8L TM SR;8AJKA3CDXS3145040;VCCB-42;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CTAP-0224;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.8L TM SR;8AJKA3CDXS3145045;VCCB-19;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CTAP-0225;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.8L TM SR;8AJKA3CDXS3145062;VCCB-23;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CTAP-0226;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.8L TM SR;8AJKA3CDXS3145083;VCCB-27;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CTAP-0227;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.8L TM SR;8AJKA3CDXS3145075;VCCB-22;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CTAP-0228;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L MT DX.;8AJBA3CD8S7915323;VDKW-87;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0408 RAJO OXIDOS/ ;OPERATIVO - EN USO
CTAP-0229;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L MT DX.;8AJBA3CD0S7915185;VDKW-77;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0408 RAJO OXIDOS/ ;OPERATIVO - EN USO
CTAP-0230;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L MT DX.;8AJBA3CD8S7915225;VDKW-72;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CTAP-0231;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L MT DX.;8AJBA3CD5S7915053;VDKW-81;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0408 RAJO OXIDOS/ ;OPERATIVO - EN USO
CTAP-0232;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L MT DX.;8AJBA3CD8S7915029;VDKW-74;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0408 RAJO OXIDOS/ ;OPERATIVO - EN USO
CTAP-0233;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L MT DX.;8AJBA3CD1S7918080;VDXL-98;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0408 RAJO OXIDOS/ ;OPERATIVO - EN USO
CTAP-0234;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.8L AT SRV;8AJBA3CD3S7918128;VDXL-87;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0400 COLLAHUASI/ ;OPERATIVO - EN USO
CTAP-0235;CAMIONETA;TOYOTA;HILUX 2.8 AT 4X4;8AJBA3CD0S7933279;VGLP-10;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0413 EJECUCION MONTAJES ESPESADOR DE CABEZA PMFC-DAND/ ;OPERATIVO - EN USO
CTAP-0236;CAMIONETA;TOYOTA;HILUX 2.8 AT 4X4;8AJBA3CD2S7933428;VGLL-96;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CTAP-0237;CAMIONETA;MAZDA;NEW T-50 HIGH 4X4 6ATBMC;MP2TFS40JT500223;VFLW-70;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0011 OFICINA CENTRAL EIMI/ ;OPERATIVO - EN USO
CTAP-0238;CAMIONETA;MAZDA;NEWBT-50 4WD 3.0 AUT;MP2TFS40JTT500703;VGCW-11;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0011 OFICINA CENTRAL EIMI/ ;OPERATIVO - EN USO
CTAP-0239;CAMIONETA;MAZDA;NEWBT-50 HIGH 4X4 6AUT BMC;MP2TF40JTT50067;VGBL-64;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0011 OFICINA CENTRAL EIMI/ ;OPERATIVO - EN USO
CTAP-0240;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.8 AT;8AJBA3CD6S7932668;VGLP-16;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CTAP-0241;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.8 AT;8AJBA3CD1S7933078;VGLP-20;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0413 EJECUCION MONTAJES ESPESADOR DE CABEZA PMFC-DAND/ ;OPERATIVO - EN USO
CTAP-0242;CAMIONETA;MAZDA;NEW BT-50 HIGH 4X4 6AT BMC;MP2TFS40JTT501206;VHCY-43;CAMIONETAS;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0011 OFICINA CENTRAL EIMI/ ;OPERATIVO - EN USO
CTAP-0243;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L TM DX;8AJDB3CD0T1383656;VLSW-33;CAMIONETAS;VEHÍCULOS MENORES;2026;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CTAP-0244;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L TM DX;8AJDB3CD1T1383634;VLSW-13;CAMIONETAS;VEHÍCULOS MENORES;2026;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;EN PREPARACION OBRA
CTAP-0245;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L TM DX;8AJDB3CD7T1383699;VLSV-83;CAMIONETAS;VEHÍCULOS MENORES;2026;// GRUPO EMI/ CC-0415 Construccion y montajecondensadores sincronos S/E montemina/ ;OPERATIVO - EN USO
CTAP-0246;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L TM DX;8AJDB3CD1T1383732;VLSV-93;CAMIONETAS;VEHÍCULOS MENORES;2026;// GRUPO EMI/ CC-0408 RAJO OXIDOS/ ;OPERATIVO - EN USO
CTAP-0247;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L TM DX;8AJDB3CD2T1383772;VLSV-56;CAMIONETAS;VEHÍCULOS MENORES;2026;// GRUPO EMI/ CC-0003 - CALAMA/ ;FUERA DE SERVICIO - REPARACION - MANTENCION
CTAP-0248;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L TM DX;8AJDB3CD0T1383799;VLSV-49;CAMIONETAS;VEHÍCULOS MENORES;2026;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CTAP-0249;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L TM DX;8AJDB3CD6T1383774;VPBJ-12;CAMIONETAS;VEHÍCULOS MENORES;2026;// GRUPO EMI/ CC-0408 RAJO OXIDOS/ ;OPERATIVO - EN USO
CTAP-0250;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L TM DX;8AJDB3CD3T1383795;VPBF-23;CAMIONETAS;VEHÍCULOS MENORES;2026;// GRUPO EMI/ CC-0408 RAJO OXIDOS/ ;OPERATIVO - EN USO
CTAP-0251;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L TM DX;8AJDB3CD2T1383786;VLSW-82;CAMIONETAS;VEHÍCULOS MENORES;2026;// GRUPO EMI/ CC-0415 Construccion y montajecondensadores sincronos S/E montemina/ ;OPERATIVO - EN USO
CTAP-0252;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L TM DX;8AJDB3CD7T1385226;VSZL-26;CAMIONETAS;VEHÍCULOS MENORES;2026;// GRUPO EMI/ CC-0397 Construccion y montajecondensadores sincronos S/E Ana Maria/ ;OPERATIVO - EN USO
CTAP-0253;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L TM DX;8AJDB3CD8T1385171;VSZL-36;CAMIONETAS;VEHÍCULOS MENORES;2026;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
CTAP-0254;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L TM DX;8AJDB3CD8T1385218;VSZL-32;CAMIONETAS;VEHÍCULOS MENORES;2026;// GRUPO EMI/ CC-0397 Construccion y montajecondensadores sincronos S/E Ana Maria/ ;OPERATIVO - EN USO
CTAP-0255;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L TM DX;8AJDB3CD9T1385177;VSZL-16;CAMIONETAS;VEHÍCULOS MENORES;2026;// GRUPO EMI/ CC-0397 Construccion y montajecondensadores sincronos S/E Ana Maria/ ;OPERATIVO - EN USO
CTAP-0256;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4L TM DX;8AJDB3CD9T1385213;VSZL-22;CAMIONETAS;VEHÍCULOS MENORES;2026;// GRUPO EMI/ CC-0397 Construccion y montajecondensadores sincronos S/E Ana Maria/ ;OPERATIVO - EN USO
CTAP-0257;CAMIONETA;TOYOYA;NEW HILUX 4X4 2.4L TM DX;8AJDB3CD8T1385249;VSZL-12;CAMIONETAS;VEHÍCULOS MENORES;2026;// GRUPO EMI/ CC-0397 Construccion y montajecondensadores sincronos S/E Ana Maria/ ;OPERATIVO - EN USO
CTAP-0258;CAMIONETA;TOYOYA;NEW HILUX 4X4 2.4L TM DX;8AJDB3CD6T1385122;VSZK-86;CAMIONETAS;VEHÍCULOS MENORES;2026;// GRUPO EMI/ CC-0397 Construccion y montajecondensadores sincronos S/E Ana Maria/ ;OPERATIVO - EN USO
CTAP-0259;CAMIONETA;FORD;NEW RANGER DSL XLT 4X4 2.0 L AT;8AFBR01C6TJ038766;VWLZ-21;CAMIONETAS;VEHÍCULOS MENORES;2026;// GRUPO EMI/ CC-0011 OFICINA CENTRAL EIMI/ ;OPERATIVO - EN USO
CTAP-0260;CAMIONETA;FORD;NEW RANGER CREW CAB DSL LIMITED 4X4 3.0L AT;8AFBR01K4TJ038840;VYRS-31;CAMIONETAS;VEHÍCULOS MENORES;2026;// GRUPO EMI/ CC-0011 OFICINA CENTRAL EIMI/ ;OPERATIVO - EN USO
EXCV-0001;EXCAVADORA;JOHN DEERE;210 GLC;1F9210GXEKD521251;LLXG-95;EXCAVADORAS;MAQUINARIA SEMIPESADA;2019;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;EN PREPARACION OBRA
EXCV-0002;EXCAVADORA;JOHN DEERE;350 GLC;1F9350GXAJD808138;LLXG-94;EXCAVADORAS;MAQUINARIA SEMIPESADA;2019;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;EN PREPARACION OBRA
EXCV-0003;EXCAVADORA;JCB;JCB 370X CL;JCB937DAJS3602982;VTBG-93;EXCAVADORAS;MAQUINARIA PESADA;2026;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
FURP-0006;CAMIONETA;PEUGEOT;PARTNER MCA L2 1.5 BLUEHDI 100 EUROVI;VR3EDYHT3TJ502165;VBCL-33;FURGONES DE SERVICIO;VEHÍCULOS MENORES;2025;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;OPERATIVO - EN USO
GNEL-0001;GENERADOR;LUREYE;JM-40 2005;09046148;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2012;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
GNEL-0011;GENERADOR;CUMMINS;C 200 D5;C12T023293;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2012;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
GNEL-0012;GENERADOR;CUMMINS;C 275 D5;C12T023374;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2012;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
GNEL-0014;GENERADOR;CUMMINS;C 250 D5;E12T024220;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2012;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
GNEL-0015;GENERADOR;CUMMINS;C 250 D5;E12T024218;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2012;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
GNEL-0016;GENERADOR;CUMMINS;C 220 D5;D12T023954;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2012;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
GNEL-0020;GENERADOR;ATLAS COPCO;QAS 100 KVA;APP 162361;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2011;// GRUPO EMI/ CC-0003 DEPTO. EQUIPOS - PATIO 2/ ;VENTA
GNEL-0021;GENERADOR;LUREYE;PG-40;9046143;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2005;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;OPERATIVO - EN USO
GNEL-0022;GENERADOR;CUMMINS;C90 D-5;A14403069;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2014;// GRUPO EMI/ CC-0003 DEPTO. EQUIPOS - PATIO 2/ ;VENTA
GNEL-0023;GENERADOR;CUMMINS;C45 D5;G11T021043;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2012;// GRUPO EMI/ CC-0003 DEPTO. EQUIPOS - PATIO 2/ ;VENTA
GNEL-0025;GENERADOR;CUMMINS;C110D5;A171412450;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2017;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
GNEL-0026;GENERADOR;CUMMINS;C110D5;A171412451;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2017;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
GNEL-0027;GENERADOR;CUMMINS;C110D5;A171412456;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2017;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
GNEL-0028;GENERADOR;CUMMINS;C110D5;A171412457;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2017;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
GNEL-0029;GENERADOR;CUMMINS;C110D5;A171412459;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2019;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
GNEL-0030;GENERADOR;CUMMINS;C110D5;C171412797;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2017;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
GNEL-0031;GENERADOR;CUMMINS;C275 D5;K16T039052;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2016;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
GNEL-0033;GENERADOR;CUMMINS;C66 D5;B17I213578;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2017;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
GNEL-0034;GENERADOR;CUMMINS;C150 D5;J171414390;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2017;// GRUPO EMI/ CC-0408 RAJO OXIDOS/ ;OPERATIVO - EN USO
GNEL-0035;GENERADOR;FG WILSON;FG WILSON 125 KVA-P 110-3;1422;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2012;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
GNEL-0036;GENERADOR;WILSON;100 KVA; P 88-3;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2012;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;OPERATIVO - EN USO
GNEL-0037;GENERADOR;MODASA;TO36/123 MM-401-44  KW;M10K463399.;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2012;// GRUPO EMI/ CC-0003 DEPTO. EQUIPOS - PATIO 2/ ;VENTA
GNEL-0038;GENERADOR;JCB;G65QS;2292630;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2018;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
GNEL-0039;GENERADOR;JCB;G65QS;2292631;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2018;// GRUPO EMI/ CC-0408 RAJO OXIDOS/ ;OPERATIVO - EN USO
GNEL-0040;GENERADOR;JCB;G65QS;2292648;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2018;// GRUPO EMI/ CC-0403 RADOMIRO TOMIC/ ;OPERATIVO - EN USO
GNEL-0041;GENERADOR;JCB;G20QS;2292625;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2018;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
GNEL-0042;GENERADOR;JCB;G-330QX;1657581;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2019;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
GNEL-0043;GENERADOR;JCB;G-330QX;HSPECB7FTK1658404;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2019;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;DISPONIBLE PARA ARRIENDO
GNEL-0044;GENERADOR;JCB;G-330QX;HSPECB7FJK1658407;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2019;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;DISPONIBLE PARA ARRIENDO
GNEL-0045;GENERADOR ;JCB;G-440QX;1658431;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2019;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;DISPONIBLE PARA ARRIENDO
GNEL-0046;GENERADOR;CUMMINS;C550 D5;C19T047014;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2019;// GRUPO EMI/ CC-0415 Construccion y montajecondensadores sincronos S/E montemina/ ;OPERATIVO - EN USO
GNEL-0047;GENERADOR;CUMMINS;C550 D5;C19T047030;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2019;// GRUPO EMI/ CC-0415 Construccion y montajecondensadores sincronos S/E montemina/ ;OPERATIVO - EN USO
GNEL-0048;GENERADOR;CUMMINS;C550 D5;C19T047029;;GENERADORES ELECTRICOS;EQUIPOS MENORES;2019;// GRUPO EMI/ CC-0003 MAQUINARIAS Y EQUIPOS EIMI/ ;VENTA
